created_at	id	full_text	user_name	screen_name	followers_count	verified	retweet_count	favorite_count
Fri Mar 20 17:32:18 +0000 2020	1241054976270614535	"The World Health Organization warns young people: “You are not invincible.”\n \nCOVID-19 could \""put you in hospital for weeks, or even kill you. Even if you don’t get sick, the choices you make about where you go could be the difference between life and death for someone else.”"	David P Gelles	gelles	18199	True	51305	129170
Fri Mar 20 03:45:54 +0000 2020	1240847006907711490	This man hospital bill bout to be so much. https://t.co/WBr1LBtKz5	Rick Rude	DomPuller	412	False	3716	9232
Sat Mar 21 04:48:00 +0000 2020	1241225019952263170	Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q7MpbpES8	NowThis	nowthisnews	2582651	True	45726	71877
Sat Mar 21 15:27:10 +0000 2020	1241385872001384449	Today we lost 2 colleagues,\nA young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .\n\nWe pause to pray for them,\nAnd yet this war is just starting, with no end in sight!\n\nWe ask for your prayers \nWe ask our politicians to help and aggresively act for support!	doc.riz	pinoykidsdoc	3656	False	37520	149432
Thu Mar 19 17:22:06 +0000 2020	1240690021759238144	China has 24 times more people than Italy... https://t.co/UFiaQRO8jK	I’m Black and I’m not voting for Biden	rtyson82	16283	False	1286	1767
Wed Mar 18 18:13:09 +0000 2020	1240340480342310915	Hi. \n\nYes, it originated in China, but the technical term is Covid-19 \n\nYour mom originated from the back of a Buick Skylark, but we call her Judith\n\nDon’t be mean.	Brunette Bohemian	Rae_volution	46263	False	98068	550226
Fri Mar 20 19:52:48 +0000 2020	1241090332676194310	The epidemiologist who helped eradicate smallpox says Trump’s early handling of COVID-19 is “is the most irresponsible act of an elected official that I've ever witnessed in my lifetime.” https://t.co/4XBSIumeBL	Elamin Abdelmahmoud	elamin88	30821	True	33671	77138
Thu Mar 19 20:54:56 +0000 2020	1240743583860195328	celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso	Cesar	itscesaryo	602	False	41743	184932
Sat Mar 21 23:50:25 +0000 2020	1241512518721376257	president of Slovakia showing up in her corona drip, hand-tailored matching fabric surgical masks..... impeccable https://t.co/PgZB1YvuDs	⌁☍	iatemuggles	80452	False	33729	168767
Fri Mar 20 07:43:41 +0000 2020	1240906846933790720	Germany is conducting 160k Covid-19 tests a week. It has a total 35k ventilators, 10k ordered to be made by the govt. It has converted a new 1k bed hospital in Berlin. \n\nIt’s death rate is tiny bcos it’s mass testing allows quarantine and bcos it has fewer non reported cases.	lewis bassett	le_bassett	2784	False	26210	123968
Tue Mar 24 19:56:16 +0000 2020	1242540756209774592	Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first child death from the virus in the US.\n\n“A devastating reminder that COVID-19 infects people of all ages,” LA health official says.	Jon Passantino	passantino	215767	True	23974	54362
Mon Mar 23 23:16:42 +0000 2020	1242228808264155138	".@realdonaldtrump just said: \""if it were up to the doctors, they'd shut down the entire world.\"" Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19"	Leana Wen, M.D.	DrLeanaWen	91732	True	24570	99828
Mon Mar 23 03:06:10 +0000 2020	1241924168263897089	One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.\n\nMy whole body feels numb. 💔	B. Bobby Chiong, MD	brianchiong	11483	False	24622	169922
Fri Mar 20 15:09:46 +0000 2020	1241019106771558401	If you told me on New Years that within 3 months of 2020:                              \n\n-Kobe Bryant is dead\n-We’d be quarantined from COVID-19\n-Schools and sports are shut down\n-Tom Brady is a Tampa Bay Buccaneer \n\nI would’ve legitimately thought the world was ending.	Paul Musso	PaulMusso13	346	False	23540	170999
Thu Mar 19 16:47:04 +0000 2020	1240681203449114630	This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. https://t.co/zRjppSxpPn	Julie Silverbrook	JMSilverbrook	6070	False	24529	263209
Fri Mar 20 17:23:29 +0000 2020	1241052755793412096	Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.	Valerio Capraro	ValerioCapraro	5328	False	22251	32372
Sun Mar 22 18:11:37 +0000 2020	1241789646037602307	This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting https://t.co/8dIzFxe9vH	Marv Jacobs	Marvjacob5	5671	False	26147	57268
Fri Mar 20 01:21:46 +0000 2020	1240810734315024386	To be clear, Sen Loeffler not only dumped stock, illegally using non-public information (allegedly), she used the proceeds to buys stock in a TELEWORKING SOFTWARE company, profiting off the #COVID19-induced collapse of the economy. https://t.co/H2EUBSUDL6	Julia Ioffe	juliaioffe	233887	True	957	2708
Fri Mar 20 22:11:03 +0000 2020	1241125126340595712	"Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's to come.\n\nIn Texas, Greg Abbott is \""fake coughing\"" to a reporter's questions, and Sen Cornyn is tweeting Corona beer pics\n\n2 weeks from now my state will be a dystopian rodeo. \n\nBook it."	Filippo	filippoc1970	5856	False	6374	21527
Fri Mar 20 21:48:24 +0000 2020	1241119424729559041	I hear unfounded rumors about #NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the #Covid_19  response, click the link. #COVID19 \nhttps://t.co/JZROM4xfF9	@ChiefNGB	ChiefNGB	34463	True	5515	9937
Tue Mar 24 12:29:25 +0000 2020	1242428305359462400	Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax. \n\nNeither Republican has resigned.	Matt McDermott	mattmfm	81778	True	4577	12164
Mon Mar 23 22:55:00 +0000 2020	1242223348236550147	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/7NgmdaoGbQ	NowThis	nowthisnews	2582651	True	5425	8636
Mon Mar 23 03:03:48 +0000 2020	1241923572144074754	Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?	Ben Rhodes	brhodes	420051	True	3802	13845
Mon Mar 23 12:11:35 +0000 2020	1242061429789909001	Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS\n\nThese messages are developed with the intent to cause fear &amp; panic\n\nPlease disregard messages that are not signed by official sources\nhttps://t.co/zQrpNeOfet\n#COVID19 https://t.co/07fsRA2ny5	NCDC	NCDCgov	791849	True	3787	4480
Sat Mar 21 22:48:58 +0000 2020	1241497054817509376	This is unbelievable. It reportedly took Macron's threat to close the UK border for Boris Johnson to finally shutdown bars and restaurants. The Elysee refers to UK policy as 'benign neglect'. This failure of leadership is costing lives. https://t.co/z1rSslEG0H	David Lammy	DavidLammy	617869	True	1091	1986
Mon Mar 23 01:24:39 +0000 2020	1241898619965509637	Things the GOP has done during the Covid-19 outbreak: \n\n- Illegally traded stocks \n- Called it a hoax\n- Blamed it on China \n- Tried to bailout big business without conditions\n\nWhat they haven’t done: \n\n- Help workers \n- Help small businesses\n- Produced enough tests or ventilators	Max Berger	maxberger	32884	True	3043	9658
Mon Mar 23 22:12:21 +0000 2020	1242212614610051075	"BREAKING: @MBuhari’s Chief Of Staff, Abba Kyari, Reportedly Sick, Suspected Of Contracting #Coronavirus | Sahara Reporters\nA top government source told SR on Monday that Kyari has been seriously \""down\"" since returning from a trip abroad.\nREAD MORE: https://t.co/Acy5NcbMzQ https://t.co/kStp4cmFlr"	Sahara Reporters	SaharaReporters	2853442	True	2251	4377
Fri Mar 20 01:12:14 +0000 2020	1240808335349342208	As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The @WhiteHouse is holding daily briefings and @cdcgov is providing the latest. https://t.co/pgXR2Leqqy	NSC	WHNSC	113605	True	17806	33834
Mon Mar 23 03:50:24 +0000 2020	1241935299833253891	"Delhi Police has registered a case under section 509 of the Indian Penal Code against a man who allegedly spat on a woman belonging to Manipur and called her \""Corona\"" in Vijay Nagar area of north Delhi last night. https://t.co/lBk88QGr8U"	ANI	ANI	3934042	True	1558	6216
Mon Mar 23 15:46:49 +0000 2020	1242115593383247873	"Fake news peddler Dhruv Rathee had said:\n\n\""Corona virus won't spread outside China, we need not worry\""\n\nHas this guy ever spoke something sensible? https://t.co/siBAwIR8Pn"	Mahesh Vikram Hegde	mvmeet	167096	False	1763	4492
Mon Mar 23 05:39:22 +0000 2020	1241962722008465408	Sen. Rand Paul, the guy who opposed the #coronavirus relief bill and paid sick leave, tested positive on March 22 and is ON PAID SICK LEAVE\n\nHis father, and former Congressman, Ron Paul, published an essay titled “The Coronavirus Hoax” on March 17. Hypocrisy infects from the root https://t.co/c003XjrsjT	Bryan Dawson	BryanDawsonUSA	84834	False	1678	2704
Fri Mar 20 22:49:57 +0000 2020	1241134916441722882	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/MeRiAoR7LV	NowThis	nowthisnews	2582651	True	1457	2211
Tue Mar 24 10:27:46 +0000 2020	1242397688961753088	If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus.\nHanta Virus spreads only from an infected animal's urine,faeces or saliva. \nPl educate yourself &amp; RT for others to understand.\n#NoFakeNews https://t.co/VinNLLq89y	Dr. Jitendra Kumar Soni, IAS	Jksoniias	8069	True	1790	1799
Tue Mar 24 10:11:00 +0000 2020	1242393469001150466	Coronavirus: AltNews founder, Shekhar Gupta and others spread unverified claims by a fake twitter account\n\nhttps://t.co/YEMcc6loDW	OpIndia.com	OpIndia_com	306437	True	1565	2847
Fri Mar 20 21:39:52 +0000 2020	1241117279556902914	A message from the Ministry of Information “The General Public is hereby urged to disregard any voice note circulating on WhatsApp that a helicopter will spray ‘antivirus’ throughout the Nation by 11:00 pm. This news is fake and should be disregarded in its entirety.” RT #COVID19	Bashir Ahmad	BashirAhmaad	476900	True	1210	2406
Sat Mar 21 06:40:00 +0000 2020	1241253205406822400	"\""Nobody wants to go close to me.\""\n\nAfter Nigeria recorded its first positive #COVID19 case, a story went viral on social media. It claimed the patient's taxi driver was demanding a payment not to spread the disease. The story was fake, but the impact on Jude has been very real. https://t.co/THJRVOhEmj"	BBC News Africa	BBCAfrica	2804312	True	1187	1285
Mon Mar 23 15:47:53 +0000 2020	1242115861114163201	Know the facts about #COVID19. Don’t share rumors &amp; unintentionally spread misinformation. Federal, state &amp; local governments are posting current and accurate information. For help in distinguishing rumor from fact, see @FEMA Coronavirus Rumor Control: https://t.co/Hi5AF1waWk https://t.co/AkbQjOM2xw	CDC	CDCgov	2644466	True	1324	1759
Sun Mar 22 17:10:28 +0000 2020	1241774256511385602	Patients with #COVID19 have reportedly had mild to severe respiratory illness. Symptoms include fever, cough, or shortness of breath. Learn more about COVID-19 symptoms: https://t.co/ehL8kmRHaN https://t.co/0am2j0zhfE	CDC	CDCgov	2644466	True	6755	12000
Tue Mar 24 05:29:45 +0000 2020	1242322693086760960	#WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets harassed by people in her housing society for allegedly spreading #Coronavirus. https://t.co/A7XsKijU9q	ANI	ANI	3934042	True	863	2724
Sat Mar 21 10:40:58 +0000 2020	1241313848939986947	Another 'fake news' being peddled in India is India is a country of vegetarians, so it is not going to be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + India's vegetarianism is a myth, 80% Indians are meat eaters!  https://t.co/9hraqXBxbE	Ashok Swain	ashoswai	200116	True	990	2872
Tue Mar 24 08:51:38 +0000 2020	1242373497948491776	An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19. \n\nPlease be advised that the story is malicious and fake and that there is no such plan. https://t.co/5lx0u3NUED	PIB Fact Check	PIBFactCheck	80308	True	812	1737
Thu Mar 19 16:48:44 +0000 2020	1240681625756880897	One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp.\n\n#UAE Government\n\nThe best announcement I have heard during this pandemic.\n\nCan we do this in #Pakistan ?	Mir Mohammad Alikhan	MirMAKOfficial	116756	False	1881	6240
Sun Mar 22 11:11:29 +0000 2020	1241683913535148032	#FakeNews Alert\n\n#PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!\n\nBeware of #False remedies being shared on #Covid19india .\n\nFor authentic information on #CoronavirusInIndia follow @MoHFW_INDIA https://t.co/Y7GmqFa4As	PIB Fact Check	PIBFactCheck	80308	True	1036	1292
Tue Mar 24 18:10:19 +0000 2020	1242514092339925000	Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her https://t.co/BouajIUvYG	Katie Pavlich	KatiePavlich	751490	True	993	1382
Sat Mar 21 12:26:20 +0000 2020	1241340364830707712	"News is that since January, classified security briefings told Trump that a pandemic was coming.\n\nTrump did nothing, told us it was a \""Democrat Hoax,\"" and that the fifteen cases would soon be none. Thread.\n\n#coronavirus #TrumpPandemic #TrumpLiesPeopleDie \n\nhttps://t.co/uUgpRnUZCX"	Ben Jackson	DadoftheDecade	11958	False	898	1542
Sat Mar 21 14:04:29 +0000 2020	1241365063598030849	"Trump's decision to do nothin' and call #COVID19 a \""hoax\"" needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands."	Tea Pain	TeaPainUSA	574234	False	942	2694
Mon Mar 23 23:05:52 +0000 2020	1242226084504129537	Trump says “we were early” on #coronavirus.\n\n2/26 “The 15 (people) within a couple of days is going to be down to close to 0”\n\n2/28 “One day, it’s like a miracle, it will disappear”\n \n2/28 “This is their new hoax”\n \n3/12 “It’s going to go away”\n\nYup. We were early	Ali Velshi	AliVelshi	455296	True	761	2471
Fri Mar 20 11:28:06 +0000 2020	1240963320322162688	Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. https://t.co/CpH74lIhCJ	Murad Raas	DrMuradPTI	255420	False	873	3312
Sat Mar 21 00:16:34 +0000 2020	1241156711823572992	The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.	🇯🇲Black🇭🇹Aziz🇳🇬aNANsi🇹🇹	Freeyourmindkid	71920	False	574	1707
Fri Mar 20 16:41:30 +0000 2020	1241042191004336136	This is called a Presidential clap back at the liberal media. \n\nPresident @realDonaldTrump says the American people are looking for hope and answers not this media sensationalism! \n\nThank you for fighting for the American people during this #coronavirus. Fight the #FakeNews https://t.co/ucVulYZVAd	PARIS	PARISDENNARD	72103	True	694	2686
Fri Mar 20 18:54:10 +0000 2020	1241075579601985536	I repeat... China warned WHO of the New Corona Virus in DEC of 2019...\n\nThe President of the US called it a “HOAX” until about 10 days ago!!!	Kojo Ebro	oldmanebro	264596	True	745	2665
Mon Mar 23 08:14:19 +0000 2020	1242001719996739584	Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.\n\nAs #IndiaFightsCorona join the league of #coronawarriors \n\nSuspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@gmail.com https://t.co/oKGxObf85r	PIB Fact Check	PIBFactCheck	80308	True	615	1094
Fri Mar 20 21:08:45 +0000 2020	1241109446111174657	We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors https://t.co/SJrT5ndVEU	KCKPD	KCKPDChief	11539	False	658	1716
Sat Mar 21 15:38:19 +0000 2020	1241388679722979328	Congress Gen Secy Ms @priyankagandhi  asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona https://t.co/GQEKnpLgn1	Supriya Bhardwaj	Supriya23bh	68891	False	626	4026
Tue Mar 24 16:42:36 +0000 2020	1242492018275889152	I attended the AMVCA on the 14th of March at Eko hotel. Even the After party. \n\nI decided to isolate myself a day after when a rumor began,\nEarly morning Work outs daily in my room. \n\nI obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. 🤲🏼 #Covid19Out https://t.co/NEt5cYXCu1	Somto. 🇳🇬	SomtoSocial	93123	False	8647	8333
Fri Mar 20 21:53:14 +0000 2020	1241120640981250048	Garlic may be tasty, but it WON'T protect you from the new #coronavirus.\n\nDon't spread rumors.\n\nThe fight against #COVID19 is also a fight against disinformation.\n\n#ShareInformation #ShareKnowledge #StayAtHomeChallenge https://t.co/DFLwgCdpL8	UNESCO	UNESCO	3244520	True	519	841
Sun Mar 22 06:55:11 +0000 2020	1241619416594255872	Bihar reports first COVID-19 death: 38-year-old man with travel history to Qatar dies at AIIMS, Patna, says hospital official	Press Trust of India	PTI_News	2502690	True	303	1003
Sun Mar 22 06:46:15 +0000 2020	1241617169223274499	Bihar: The 38-year-old man who has passed away at AIIMS in Patna and tested positive for #COVID19, had foreign travel history to Qatar. https://t.co/Tmcc4Qo7Gp	ANI	ANI	3934043	True	894	2549
Tue Mar 24 21:40:02 +0000 2020	1242566871964102657	NEW #CDCTRAVELNOTICES: #COVID19 in Romania, Qatar, Singapore, Saudi Arabia, Philippines, Ecuador, South Africa, Indonesia, and India. Avoid all nonessential travel to these areas. More information: https://t.co/qymgi29Huz. https://t.co/vVz7la13BN	CDC	CDCgov	2644466	True	388	476
Tue Mar 24 07:16:09 +0000 2020	1242349466239127553	Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+\nPolice reaches home, puts entire family in quarantine.\nNow Evry member has ran away from home &amp; everyone's scared https://t.co/jKj0Ify4oh	Mihir Jha ✍️	MihirkJha	9617	False	264	199
Sun Mar 22 06:11:35 +0000 2020	1241608444966137856	First Corona death in Bihar. 38 years old Saif Ali died last night at AIIMS, Patna. He returned from Qatar few days back .	NBT Dilli	NBTDilli	40265	False	192	324
Sun Mar 22 06:49:32 +0000 2020	1241617994276409344	Bihar:One person aged 38 years  died at AIIMS Patna due to #Coronavirus.He returned from Qatar and was admitted in hospital on March 20.\n#CoronaVirusUpdate https://t.co/emOzuisIJV	All India Radio News	airnewsalerts	2365857	True	139	401
Tue Mar 24 05:58:11 +0000 2020	1242329847655026689	Rwanda confirms 17 new COVID-19 cases bringing total to 36.\n9 travellers from Dubai.\n3 travellers from Kenya.\n3 travellers from USA.\n1 traveller from Qatar.\n1 traveller from India.\n1 contact of a previous case. https://t.co/T1awAmya7X	Samira Sawlani	samirasawlani	88006	True	172	221
Sat Mar 21 15:24:49 +0000 2020	1241385282093580290	These are the World Cup 2022 workers quarantined in miserable conditions in Qatar.. this is inhuman.. does @FIFAcom accept this crime? @FIFAWorldCup @fifaworldcup_fr @EASPORTSFIFA  @EAFIFADirect @fifamedia @fifacom_fr #Coronavirus #Covid_19 https://t.co/VqaWKgBOQV	SUHAIL AL ABDOOL	s_alabdool	33651	False	109	75
Thu Mar 05 23:50:16 +0000 2020	1235714275752267776	I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.	Julia Lindau	julialindau	9056	True	63932	226395
Wed Mar 04 17:31:21 +0000 2020	1235256530728972290	ALERT‼️‼️‼️\nThe corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health.	Pre K ❄️	stayfrea_	62656	False	300723	1136504
Thu Mar 05 21:11:15 +0000 2020	1235674258858061825	⚠️Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can cause “irreversible” lung damage even if the patient survives.\n\n@thespybrief\nhttps://t.co/bmnu8VIf0S	Dr. Dena Grayson	DrDenaGrayson	249901	True	21037	20403
Thu Mar 05 05:25:24 +0000 2020	1235436227140055040	WOW. A man in Incheon, west of Seoul - who contracted #coronavirus - has documented his symptoms and activities for past 25 days since his felt the symptoms in 38 pages in remarkable detail. He wore masks and gloves at home and all 23 close contacts tested negative for the virus. https://t.co/2mjDiBjVtC	Hyung Eun Kim	BBC_Hyung	1541	False	12832	20903
Thu Mar 05 17:36:52 +0000 2020	1235620307534258176	ALERT‼️‼️‼️\nThe corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health.	𝙫𝙚𝙚 ♡’𝙨 세훈 !!	xingwrld	2034	False	10024	41933
Fri Mar 06 15:52:41 +0000 2020	1235956474955718656	"This is deadly serious:\n\nTalking about corona-virus this morning, Trump said, \""We closed it down. We stopped it.\""\n\nThere were 15 confirmed cases in the US a week ago.\n\nThere are 233 today.\n\nThere will be *5,000* in a week\n\nTRUMP'S INCOMPETENCE KILLS.\nhttps://t.co/my1hPapbfo"	Mikel Jollett	Mikel_Jollett	255294	True	9750	32597
Fri Mar 06 00:33:26 +0000 2020	1235725137468514305	People in the @realDonaldTrump Administration need to resign for the continuing massive testing deficiencies.\n\n@POTUS knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it. https://t.co/rOStYF6weK	Ted Lieu	tedlieu	1298716	True	11018	16240
Fri Mar 06 15:42:50 +0000 2020	1235953995161595904	It’s Friday. That means @realDonaldTrump is lying, again. @POTUS has not stopped the #CoronavirusOutbreak. It has now grown &amp; spread to 21 states with over 225 cases in the US. And we can’t contain it because we still don’t have enough test kits to know where the virus is. https://t.co/RDOqZQR7Ip	Ted Lieu	tedlieu	1298716	True	403	775
Fri Mar 06 06:21:35 +0000 2020	1235812754495172608	It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by @realDonaldTrump. He knew about the virus in January. \n\nInstead of leading, @POTUS is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable. https://t.co/Xb4XTgyIsr	Ted Lieu	tedlieu	1298716	True	4250	7587
Thu Mar 05 18:40:59 +0000 2020	1235636443369873415	Rick Santelli on @CNBC just made the argument that we'd be better off if everyone got the #coronavirus right away and 2% of the world died off, so that financial markets could stabilize.\n\nRick likes Republicans, don't be like Rick. This should go viral.\n\n#VoteBlueToSaveAmerica https://t.co/1orGoG6cWO	Wash your hands, don't touch face	rationalsquad	4306	False	6617	7526
Fri Mar 06 04:37:08 +0000 2020	1235786467420581888	"WATCH: \""The best estimates now of the overall mortality rate for COVID-19 is somewhere between 0.1% and 1%,\"" Adm. Brett Giroir, assistant secretary for health at HHS, says. \""That's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%\"" https://t.co/ATnMRBLXVy"	NBC News	NBCNews	7544361	True	4842	8988
Fri Mar 06 15:27:40 +0000 2020	1235950178789724168	Panic buying is a symptom of a dysfunctional society diseased with individualism\n\nTo those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!\n\nA fortress of toilet paper will not protect you	Julia Simons	SJimons	22312	False	94346	406009
Thu Mar 05 23:46:10 +0000 2020	1235713244649713665	As soon as President @realDonaldTrump heard that the #Coronavirus was a problem in China he shutdown entry into the United States from China.\n\nThis saved many lives!\n\n#TrumpTownHall https://t.co/a5bdOwe1i3	Team Trump (Text TRUMP to 88022)	TeamTrump	1647169	True	4180	15781
