created_at	id	full_text	user_name	screen_name	followers_count	verified	retweet_count	favorite_count
Mon Mar 23 23:16:42 +0000 2020	1242228808264155138	.@realdonaldtrump just said: \"if it were up to the doctors, they'd shut down the entire world.\" Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19	Leana Wen, M.D.	DrLeanaWen	91732	true	24570	99828
Mon Mar 23 03:06:10 +0000 2020	1241924168263897089	One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.\n\nMy whole body feels numb. 💔	B. Bobby Chiong, MD	brianchiong	11483	false	24622	169922
Fri Mar 20 15:09:46 +0000 2020	1241019106771558401	If you told me on New Years that within 3 months of 2020:                              \n\n-Kobe Bryant is dead\n-We’d be quarantined from COVID-19\n-Schools and sports are shut down\n-Tom Brady is a Tampa Bay Buccaneer \n\nI would’ve legitimately thought the world was ending.	Paul Musso	PaulMusso13	346	false	23540	170999
Sun Mar 22 03:25:53 +0000 2020	1241566743815913472	ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good,  provide them strength to go through it. 💌 https://t.co/xAugLPHdKX	Razeef	razeefizlan	387	false	2049	2368
Mon Mar 23 21:03:03 +0000 2020	1242195174257819651	One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think? 🙌 https://t.co/Brl6omumf4	Juan Mata García	juanmata8	7862613	true	49238	340223
Tue Mar 24 02:50:17 +0000 2020	1242282560106958854	THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should not be lost on anyone that there's no such thing as a functioning economy and society so long as covid-19 continues to spread uncontrolled in our biggest cities.	Scott Gottlieb, MD	ScottGottliebMD	312459	true	23051	77230
Mon Mar 23 01:48:50 +0000 2020	1241904709583155206	Mitch abandoned bipartisan work on the COVID-19 bill, then tried to pass a no-strings attached corporate bailout that didn't sufficiently help health care workers, first responders, and working class families. Focus on the PEOPLE, @senatemajldr, not Wall Street.	Amy McGrath	AmyMcGrathKY	402392	true	20618	63644
Tue Mar 24 11:34:12 +0000 2020	1242414406203371520	Trigger warning.\n\nThis man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. THE GOVERNMENT NEEDS TO ASSURE FILIPINOS THAT WHEN THEY GOT THE VIRUS, THEY CAN GO TO A HOSPITAL &amp; BE TREATED FOR FREE! https://t.co/3JfxZX0PRM	Nairobi Domingo	naninimdim	13729	false	3804	14193
Thu Mar 19 16:47:04 +0000 2020	1240681203449114630	This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. https://t.co/zRjppSxpPn	Julie Silverbrook	JMSilverbrook	6070	false	24529	263209
Fri Mar 20 17:23:29 +0000 2020	1241052755793412096	Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.	Valerio Capraro	ValerioCapraro	5328	false	22251	32372
Sun Mar 22 18:11:37 +0000 2020	1241789646037602307	This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting https://t.co/8dIzFxe9vH	Marv Jacobs	Marvjacob5	5671	false	26147	57268
Fri Mar 20 01:21:46 +0000 2020	1240810734315024386	To be clear, Sen Loeffler not only dumped stock, illegally using non-public information (allegedly), she used the proceeds to buys stock in a TELEWORKING SOFTWARE company, profiting off the #COVID19-induced collapse of the economy. https://t.co/H2EUBSUDL6	Julia Ioffe	juliaioffe	233887	true	957	2708
Fri Mar 20 22:11:03 +0000 2020	1241125126340595712	Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's to come.\n\nIn Texas, Greg Abbott is \"fake coughing\" to a reporter's questions, and Sen Cornyn is tweeting Corona beer pics\n\n2 weeks from now my state will be a dystopian rodeo. \n\nBook it.	Filippo	filippoc1970	5856	false	6374	21527
Fri Mar 20 21:48:24 +0000 2020	1241119424729559041	I hear unfounded rumors about #NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the #Covid_19  response, click the link. #COVID19 \nhttps://t.co/JZROM4xfF9	@ChiefNGB	ChiefNGB	34463	true	5515	9937
Sat Mar 21 17:49:09 +0000 2020	1241421603575119874	FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun	Rabbit Cohen	BathysphereHat	9749	false	6734	16866
Sat Mar 21 02:08:53 +0000 2020	1241184976974077953	⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate information.\n\nHelp control the spread of rumors by sharing this page:  https://t.co/12GySEYYXV https://t.co/MJI3xTDpVs	FEMA	fema	810771	true	5609	6744
Fri Mar 20 21:16:54 +0000 2020	1241111496039546882	Be vigilant for misinformation, rumors, and factual errors. Go to trusted sources for information about #COVID19! https://t.co/1djjKRuU5I	The White House	WhiteHouse	21977997	true	4061	12642
Tue Mar 24 12:29:25 +0000 2020	1242428305359462400	Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax. \n\nNeither Republican has resigned.	Matt McDermott	mattmfm	81778	true	4577	12164
Mon Mar 23 22:55:00 +0000 2020	1242223348236550147	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/7NgmdaoGbQ	NowThis	nowthisnews	2582651	true	5425	8636
Mon Mar 23 03:03:48 +0000 2020	1241923572144074754	Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?	Ben Rhodes	brhodes	420051	true	3802	13845
Mon Mar 23 12:11:35 +0000 2020	1242061429789909001	Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS\n\nThese messages are developed with the intent to cause fear &amp; panic\n\nPlease disregard messages that are not signed by official sources\nhttps://t.co/zQrpNeOfet\n#COVID19 https://t.co/07fsRA2ny5	NCDC	NCDCgov	791849	true	3787	4480
Thu Mar 19 16:55:26 +0000 2020	1240683310717661184	Gee, if COVID-19 isn’t a hoax after all, is it possible climate change isn’t either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught flat-footed next time?	Seth MacFarlane	SethMacFarlane	14190767	true	8069	47279
Thu Mar 19 20:28:08 +0000 2020	1240736835732717571	At 8:00 pm today local time in #Wuhan. See how few lights there are? One can fake the numbers, but can’t fake the fact that only a few apartments  are still lit up. Where have people gone? #CCPVirus #COVID19ON #coronavirus https://t.co/VBevAqy0XC	Jennifer Zeng 曾錚	jenniferatntd	146020	false	3879	5161
