index,created_at,id,full_text,user_name,screen_name,followers_count,verified,retweet_count,favorite_count
44,Thu Mar 05 03:29:59 +0000 2020,1235407182168023040,"Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.",St. Sinner,retheeshraj10,23533,False,4735,22770
45,Fri Mar 06 21:04:05 +0000 2020,1236034841860136960,"Dear #Patriots,\n\nWho else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...\n\nwhen they could care less about how many deaths occur every minute from abortions??",💘Larisse💘LOVES GOD the NRA & USA!💘,loves_nra,56403,False,705,990
46,Fri Mar 06 14:41:52 +0000 2020,1235938655249870848,@realDonaldTrump Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite https://t.co/sCsDU1ffum,Jules Morgan,glamelegance,38709,False,230,903
47,Fri Mar 06 14:32:58 +0000 2020,1235936415516700675,"That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief \n https://t.co/G75j8PLiiX",Paul van der Meer,Paul_VanDerMeer,36360,False,204,376
48,Thu Mar 05 13:50:49 +0000 2020,1235563421459976193,WARNING ⚠️: This man is the KING of the collusion hoax empire. Trust nothing he says or writes. He’s pure disinformation. 👇🏻👇🏻👇🏻 https://t.co/pnoOOOLpDk,Dan Bongino,dbongino,1677714,True,492,2537
49,Fri Mar 06 12:43:05 +0000 2020,1235908760620748800,Media is bombarding us with queries about fake cases. I will be the one who will know first. I request you desist from fake news #Coronavirus https://t.co/p8Q5HlLj4j,Dr Zweli Mkhize,DrZweliMkhize,267902,True,256,504
50,Wed Mar 04 13:36:00 +0000 2020,1235197302333149185,Hold on - #China Communist Party now denying #CoronavirusOutbreak originated in China? This after Beijing’s catastrophic mishandling of the virus has caused a global health crisis? What a collection of incompetent thugs &amp; liars https://t.co/XiUfnVTn87,Josh Hawley,HawleyMO,184933,True,761,1843
51,Thu Mar 05 03:39:50 +0000 2020,1235409660104015873,"Trump to Hannity on WHO saying coronavirus death rate is 3.4%: \""I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%.\""\n\nAstoundingly irresponsible. https://t.co/uC9c03zX31",Aaron Rupar,atrupar,340900,True,12285,39239
52,Tue Mar 03 23:15:18 +0000 2020,1234980702103334914,Nothing to see here folks. \n\nOnly the @GOP stopping a corona virus bill because it doesn’t allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasn’t even been developed yet. \n\n#OneVoice1 https://t.co/hs8zNiB7ep,Jaq,LadyJYYC,11847,False,2555,2313
53,Mon Mar 09 16:48:10 +0000 2020,1237057600925175808,"In the 5 months since the beginning of the Corona Virus outbreak,\n\n3800 people\nWorldwide\nHave died.\n\nIn that same period\nThe flu has killed\nOver 310,000.\n\nWake up people!\n\nThe Coronavirus\n\""Scare\""\nIs a maufactured crisis.\n\nAsk yourself:\n\nWho benefits from this crisis?\n\nFeel me??",John McAfee,officialmcafee,1072862,True,10554,23127
54,Mon Mar 09 23:57:11 +0000 2020,1237165569457225728,"North Americans: *hoarding toilet paper, vociferously debating the merits of hand sanitizer*\n\nFrance: FOR THE LAST TIME, COCAINE DOES NOT PREVENT CORONAVIRUS https://t.co/nsDizwiSPa",Anne Thériault,anne_theriault,85167,True,10973,21003
55,Tue Mar 10 15:27:56 +0000 2020,1237399797734223873,Corona got these flights cheap as hell why not https://t.co/9Oh44VXNa1,Chase,chaselyons,142022,False,9041,108625
56,Sat Mar 07 01:23:25 +0000 2020,1236100103917756416,"Corona Virus Pro Tip:\n\nIf you mix Emergen-C with Vodka you literally cannot get sick, it’s actually science",1984’s George Whorewell,EwdatsGROSS,127622,False,8780,69693
57,Sat Mar 07 12:36:31 +0000 2020,1236269496878366726,"Truly sobering analysis: US more vulnerable than many countries to #coronavirus owing to combination of high numbers of uninsured, many w/o paid sick leave, and a leadership that has downplayed the challenge while not preparing the country for it. \n https://t.co/oDhp4DpnMi",Richard N. Haass,RichardHaass,176975,True,8237,16038
58,Mon Jan 27 16:00:00 +0000 2020,1221825190847483907,"An antiviral spray against novel #coronavirus has developed in Shanghai Public Health Clinical Center, which can be put into throat as shield from virus. The spray can greatly help protect front-line medical staff, yet mass-production for public use is not available for now. https://t.co/bmRzCssCY5",China Science,ChinaScience,432340,True,7923,18853
59,Mon Mar 09 05:31:33 +0000 2020,1236887326753574912,"Look at the hospitals diagnosing COVID-19. St. Luke's, Cardinal, Makati Med, Medical City.\n\nCOVID-19 isn't just purely a health issue. There is a strong class problem as well. \n\nPag-mayaman, COVID. \nPag-mahirap, ubo at sore throat lang.",Arby,janarbyy,211,False,6681,33156
60,Mon Mar 09 20:06:14 +0000 2020,1237107445685772289,Anyone else notice that COVID-19 seemed to pop up almost immediately after impeachment failed?,Bill Mitchell,mitchellvii,541256,True,6508,23997
61,Sun Mar 08 14:53:20 +0000 2020,1236666314212556800,"How did @realDonaldTrump fail to contain #coronavirus?\n1. By focusing on China, he failed to stop the virus coming in from other countries;\n2. By focusing on foreign nationals, he failed to stop virus carried by US travelers;\n3. By not testing, he let the virus spread undetected. https://t.co/XzB9vXHiQv",Ted Lieu,tedlieu,1255704,True,7293,19028
62,Sun Mar 08 20:43:11 +0000 2020,1236754358886371328,"we are going to look back and feel really silly about the anxiety and the panic buying. #COVID19 is really contagious and not terribly dangerous, unless you have compromised health already or live in a place with a ton of pollution. This is a massive overreaction.",Melissa Francis,MelissaAFrancis,221540,True,6314,22763
63,Sun Mar 08 16:43:34 +0000 2020,1236694056433926146,"Dear @Surgeon_General Adams: You told @jaketapper today that last week, you weren’t aware of any doctor asking for a #coronavirus test that couldn’t get it. ER doc in this article had patient with symptoms &amp; was denied test. Do you want to clarify?\n\nhttps://t.co/XpJJzA18VM",Ted Lieu,tedlieu,1255704,True,5945,13306
64,Sun Mar 08 20:33:13 +0000 2020,1236751849769676801,"US pharma company Gilead, which owns the most promising COVID-19 vaccine, is booming in \""pandemic stock sales,\"" preparing to sell it for $50-100/person, and in a legal battle to deny the Chinese gov access, because China would make the vaccine free and ship it to the global south https://t.co/QmQSfnMdKI https://t.co/nQcxvq4HUX",.,mqmq_mmqq,16449,False,122435,831957
65,Sun Mar 08 21:31:12 +0000 2020,1236766442571337729,corona has no CHANCE against my essential oils mom.,queen quen,quenblackwell,1507548,True,3462,34978
66,Mon Mar 09 11:14:05 +0000 2020,1236973525866602496,"Democrats say Trump has failed the US economy and yet, we have the best economy in the world.  They say he has failed in his COVID-19 response, and yet, we have the lowest infections per million in the world.\n\nThey call winning losing and losing winning.",Bill Mitchell,mitchellvii,541256,True,3457,10240
67,Tue Mar 10 03:32:05 +0000 2020,1237219650456489984,"The Media is celebrating Conservatives getting the Coronavirus.\n\nOver 5,000 articles have been written about the 1 case of #coronavirus at #CPAC2020.\n\nIf this were a leftist conference, the media wouldn’t touch it.\n\nThis is a prime example of the media attacking Conservatives.",Ryan Fournier,RyanAFournier,826015,True,3376,8663
68,Tue Mar 10 19:27:27 +0000 2020,1237460074123190273,"Umm seems like maybe you should include this part in your tweet instead of contributing to mass hysteria   \n\n“Bergen County man with several underlying medical conditions, including emphysema, diabetes + hypertension,is NJ’s first coronavirus death, state officials said Tuesday.“ https://t.co/s8nJ5Uj3Ge",Dave Portnoy,stoolpresidente,1205350,False,788,2444
69,Sun Mar 08 04:30:39 +0000 2020,1236509612142145536,"These 3 faces will become the most hated in US history. They are traitors to our nation, democracy and the Constitution. 😡😡😡😡😡\n\n#VoteBlueToEndThisNightmare https://t.co/LUL2Q5Yi45",Jim Sharp,jim1036,21477,False,124,261
70,Tue Mar 10 10:37:49 +0000 2020,1237326787111239681,Trump administration orders immigration offices to immediately remove posters explaining how to prevent #coronavirus https://t.co/sDFMQ9guRl,Frida Ghitis,FridaGhitis,17804,True,3067,2752
71,Mon Mar 09 21:25:30 +0000 2020,1237127396026748928,"So coronavirus, or COVID-19, takes over the headlines right after Kobe passes away. If you translate COVID into Hebrew it becomes KOBE. Kobe was also buried in Corona del Mar cemetery. Either we’re in a simulation or the universe loves coincidences. https://t.co/cuqsZfRNvr",Nick Hinton,NickHintonn,86250,False,2291,7753
72,Fri Mar 06 16:35:41 +0000 2020,1235967295660277761,"Just like all the other fake stuff they do, the COVID-19 over-hype will backfire on the Democrats.\n\nThe economy will come roaring backs with China's grip on trade weakened and Trump's high approval on handling the virus will only help.",Bill Mitchell,mitchellvii,571009,True,188,435
73,Fri Mar 06 10:35:09 +0000 2020,1235876564761374720,"hakyeon: ive donated money toward overcoming the pandemic covid-19\nk0reaboo: it is unclear if “hakyeon”, who is allegedly a member of “vixx”, is reffering to the struggles of life when using the words “overcome”. we’re not sure at this time if “money” is a metaphor",i love hongbin,JAEHWANBLOOD,1198,False,151,377
74,Thu Mar 05 17:59:24 +0000 2020,1235625977750974464,"#Coronavirus is real. The President took action to contain it over a month ago. The hoax is the media’s fear-mongering for clicks and the Dems’ wishful thinking for an economic crash. Still, after dozens of fatalities, there is no cure for Spontaneous Clinton Witness Suicide. https://t.co/qdftOMk69L",Eric Matheny🎙,EricMMatheny,90097,False,17939,80920
75,Thu Mar 05 16:14:52 +0000 2020,1235599671571009536,"But, but...Trump didn’t prepare for the coronavirus...his admin still doesn’t have a clue...we are just not ready to combat a pandemic...Trump ignored the HHS, CDC🤪 #FakeNews \n\nWATCH 👇👇\n\n#coronavirus \n#RepMarkGreen thank you!\n\nhttps://t.co/a1Hj1Mtr7u",Myrna 🇺🇸 ⭐️⭐️⭐️ 🇺🇸,inthecopa,53270,False,486,414
76,Fri Mar 06 16:35:12 +0000 2020,1235967176475111432,President Trump's comments about the coronavirus death rate were 100% correct.\n\nThe media falsely claimed he was spreading misinformation. They falsely reported that his comments weren't in line with top health officials.\n\nThat was 100% fake news. https://t.co/WFtAdmK3rL,Matt Wolking (Text TRUMP to 88022),MattWolking,87932,True,1827,3646
